mod,x
存储模块 （存入）,9.460186438984225
存储模块 （存入）,9.486759103436727
存储模块 （存入）,9.92266540868344
存储模块 （存入）,10.921013607209513
存储模块 （存入）,10.004728777447085
存储模块 （存入）,10.401816328129184
存储模块 （存入）,10.1342914853189
存储模块 （存入）,10.420375490143341
存储模块 （存入）,10.120546345422197
存储模块 （存入）,10.127585557870278
存储模块 （存入）,10.245542052213235
存储模块 （存入）,10.511594321713124
存储模块 （存入）,10.706707076398635
存储模块 （存入）,9.148858681537
存储模块 （存入）,10.732394731430203
存储模块 （存入）,9.501211286639183
存储模块 （存入）,11.065553687138005
存储模块 （存入）,10.713527119568159
存储模块 （存入）,9.73194170577288
存储模块 （存入）,10.502469149256948
存储模块 （存入）,9.304916200457628
存储模块 （存入）,10.311355040996764
存储模块 （存入）,10.823213500539069
存储模块 （存入）,10.112146406899116
存储模块 （存入）,8.977006065993297
存储模块 （存入）,10.588479160201894
存储模块 （存入）,10.309975098986717
存储模块 （存入）,10.377849474068613
存储模块 （存入）,9.529342726394813
存储模块 （存入）,9.90935111501088
存储模块 （存入）,10.061485865010532
存储模块 （存入）,9.320954345395892
存储模块 （存入）,9.999351462879604
存储模块 （存入）,10.015181635286016
存储模块 （存入）,9.665775781585161
存储模块 （存入）,10.197514474838936
存储模块 （存入）,10.425856750189089
存储模块 （存入）,9.452998439077561
存储模块 （存入）,9.482213331929527
存储模块 （存入）,10.667446834819888
存储模块 （存入）,10.861371615134416
存储模块 （存入）,10.493403528322434
存储模块 （存入）,9.38455192075082
存储模块 （存入）,9.711440224409452
存储模块 （存入）,9.56271750202721
存储模块 （存入）,9.93351339790141
存储模块 （存入）,9.842626524686853
存储模块 （存入）,10.279566020966067
存储模块 （存入）,8.87374224541869
存储模块 （存入）,9.015883099891196
存储模块 （存入）,10.175281784543625
存储模块 （存入）,9.703658654207075
存储模块 （存入）,10.425250400819635
存储模块 （存入）,9.889898343121715
存储模块 （存入）,10.19485809118966
存储模块 （存入）,9.693479372903075
存储模块 （存入）,10.985269483363815
存储模块 （存入）,10.128222906171333
存储模块 （存入）,10.007272411562186
存储模块 （存入）,10.00913537758874
存储模块 （存入）,9.963518668003784
存储模块 （存入）,9.689783144148379
存储模块 （存入）,10.12754565926228
存储模块 （存入）,10.122515463582449
存储模块 （存入）,10.213831519708842
存储模块 （存入）,9.367537958122655
存储模块 （存入）,9.352720471736934
存储模块 （存入）,10.209766606858645
存储模块 （存入）,10.186114810475926
存储模块 （存入）,9.412832774855652
存储模块 （存入）,9.584577080506705
存储模块 （存入）,10.162814381592707
存储模块 （存入）,10.062746954749567
存储模块 （存入）,10.76912541501047
存储模块 （存入）,9.5246121966854
存储模块 （存入）,9.80977430220159
存储模块 （存入）,9.252543621570526
存储模块 （存入）,10.234436394821325
存储模块 （存入）,9.983838023790721
存储模块 （存入）,9.754148104878947
存储模块 （存入）,10.43652376252383
存储模块 （存入）,9.956952866877645
存储模块 （存入）,10.001357003765415
存储模块 （存入）,10.070906298385738
执行,11.449815112020204
执行,12.621531361404204
执行,13.259408858989955
执行,12.511459309648203
执行,11.36560683444386
执行,11.582395630756277
执行,12.999813862812971
执行,13.18449100286572
执行,11.750381013094644
执行,10.017611721461531
执行,12.15325582528974
执行,11.524493228145678
执行,12.403143075517796
执行,12.714018159429529
执行,12.723530846100621
执行,12.44068388738255
执行,11.989064444129529
执行,10.56057385993524
执行,13.960445909204276
执行,14.04176591029951
执行,11.690915576886194
执行,12.775829905751793
执行,12.46806242717965
执行,10.118690199571224
执行,10.800705084346706
执行,13.178931572556744
执行,12.944724117660142
执行,13.64256098009332
执行,10.443015761026063
执行,11.174819213527607
执行,11.822902587846903
执行,11.005406975413669
执行,12.26230826839917
执行,11.814779757558425
执行,11.871298472148085
执行,10.928313441805358
执行,10.694242451108886
执行,12.918198010505485
执行,12.012291255254329
执行,12.311967594041203
执行,10.324687583617042
执行,11.252873786294394
执行,12.488991909708236
执行,12.190966942392825
执行,11.389018292305254
执行,13.071056589049823
执行,10.636547855600467
执行,10.95588767447629
执行,11.99914913983207
执行,12.51334635803315
执行,10.72694734734445
执行,12.106520201760977
执行,10.78841790959994
执行,12.225716970912769
执行,10.204810330337436
执行,10.441775273843263
执行,11.042822432270693
执行,11.944784845136919
执行,10.89399794657468
执行,13.043340104355403
执行,12.47908528403315
执行,12.784186946635872
执行,12.342051719702567
执行,13.195088931740607
执行,12.256546798013801
执行,12.288523367283993
执行,12.312984902948186
执行,11.489377677764143
执行,10.65282842362619
执行,12.044575823222935
执行,10.020375126074557
执行,14.367474947995722
执行,13.591223699503928
执行,10.788563598690779
执行,11.15079897998223
执行,12.690898445110824
执行,10.749838781796655
执行,11.15663328685534
执行,12.697510874325708
执行,9.8392288769284
执行,11.797619467666985
执行,10.42603114152734
执行,11.275016273408308
执行,12.142760023926975
执行,11.755295668416199
执行,12.648261761415595
执行,11.307847567175603
执行,11.484221590207655
执行,11.002819763854598
执行,11.757024018940879
执行,10.83188537963453
执行,12.910810288803253
执行,12.023823184308268
执行,12.174988842423407
执行,10.781771180470848
执行,13.556969750097272
执行,12.3875265193714
执行,12.680632053822704
执行,13.145817736828196
执行,9.737790665850575
执行,13.05861144615297
执行,12.262197700013246
执行,11.486624565501854
执行,13.646322138030557
执行,13.086124131639744
执行,14.621936942939978
执行,11.883842595727568
执行,12.643245885396478
执行,12.860963589644753
执行,11.70820103808662
执行,12.11553241688183
执行,11.689911040431264
执行,12.325847090978552
执行,10.56414114028912
执行,10.826617510350507
执行,11.661913846253686
执行,12.69336123002699
执行,12.023798861947363
执行,11.957889455504779
执行,11.90933932837823
执行,11.755340789967015
执行,13.014429483709861
执行,12.633084790922936
执行,10.990611369447132
执行,11.79903900410375
执行,11.074017600225645
执行,11.48794778332245
执行,11.835238088285989
执行,14.447357849869773
执行,11.497965973183794
执行,10.97161676221359
执行,12.298562717827336
执行,12.596016291722615
执行,12.208547293974576
执行,11.21727854495035
执行,9.54753622309218
执行,11.651642992665895
执行,12.856940075877153
执行,11.784538797011423
执行,10.740795348757601
执行,11.95751974711411
执行,11.892669020951121
执行,11.426455700920759
执行,11.772510616860906
执行,12.171731070203778
执行,12.095204201420687
执行,12.017926435310729
执行,11.906900222779042
执行,14.035718879772185
执行,10.693592624042893
执行,11.862405105003957
执行,10.544063279454427
执行,12.798223240220912
执行,12.014211191884439
执行,10.78213700679919
执行,11.602879519401435
执行,11.48182385506242
执行,11.401704492536654
执行,11.351508082049302
执行,11.496940572560009
执行,10.50719879747425
执行,10.932987815236437
执行,11.961944669216566
执行,9.674792366933813
执行,11.724422696714324
执行,10.54701889971228
执行,12.381428392016815
执行,12.167329278686465
执行,12.355906062988735
执行,12.025688045586334
执行,12.3008578107949
执行,11.779528903311656
执行,11.656550309129445
执行,12.221738489645945
执行,11.451457763438638
执行,11.43220781396898
执行,13.047201126433258
执行,13.462640447109958
执行,12.419923130749044
执行,9.967013897033619
执行,13.678061348027695
执行,12.487446522396281
执行,12.90543314605566
执行,12.802102163472732
执行,10.234835887939063
执行,13.958736735796979
执行,13.034977119244187
执行,12.613461442125159
执行,11.718872396001863
执行,11.392991724356351
执行,12.223940815588978
执行,11.781553400890573
执行,11.999088102511644
执行,11.34820385245501
执行,11.087170057614285
执行,11.521435435047776
执行,9.031005513462954
执行,11.630976097110922
执行,10.576852048630995
执行,11.468023962893412
